ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,E_ID,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var,lnVR,lnVR_var,lnCVR,lnCVR_var
es263,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex002,NA,out004,NA,Mus musculus,Mouse,Slc:ddY,Female,Unclear,NA,Unclear,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Elevated Plus Maze,NA,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,NA,13.5,13.5,6.837,1.243,4.482,NA,13.382,1.463,5.273,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,6,Chikahisa_2007_BBR_Ex-ID,-0.6715614814289683,0.0433341975567009,0.16253008516959733,0.08,-0.509031396259371,0.1233341975567009
es264,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,NA,out001,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,implanted placebo pellet,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Open Field Test,NA,Motion,distance,cm,light phase,2,Figure 2,Chikahisa_2007_fig_2A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,13,13,4160.156,292.969,1056.314,NA,3984.375,375,1352.082,NA,NA,No,NA,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.04317211177131015,0.013817470515898492,0.2468601370995366,0.08333333333333333,0.29003224887084694,0.09715080384923182
es265,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,NA,out002,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,implanted placebo pellet,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Open Field Test,NA,Time in center,percentage,%,light phase,2,Figure 2,Chikahisa_2007_fig_2B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,13,13,6.376,0.738,2.662,NA,5.403,1.141,4.114,NA,NA,No,NA,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.08448860385199244,0.015074965106202166,NA,NA,NA,NA
es266,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,NA,out001,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,implanted placebo pellet,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Open Field Test,NA,Motion,distance,cm,light phase,2,Figure 2,Chikahisa_2007_fig_2A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,NA,13,13,2882.813,328.125,1183.072,NA,3984.375,375,1352.082,NA,NA,No,NA,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.3236139082361249,0.021813392739727093,0.13353118131022715,0.08333333333333333,-0.1900827269258977,0.10514672607306041
es267,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,NA,out002,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,implanted placebo pellet,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Open Field Test,NA,Time in center,percentage,%,light phase,2,Figure 2,Chikahisa_2007_fig_2B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,NA,13,13,3.49,0.973,3.509,NA,5.403,1.141,4.114,NA,NA,No,NA,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.22182264974673815,0.03147942565498445,NA,NA,NA,NA
es268,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out001,NA,Mus musculus,Mouse,Slc:ddY,Male,Unclear,NA,Unclear,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,13.5,13.5,1380.531,129.794,467.977,NA,1427.729,156.342,563.7,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,7,Chikahisa_2007_BBR_Ex-ID,-0.03361686222933632,0.020058871477114302,0.18610304567669772,0.08,0.15248618344736145,0.10005887147711431
es269,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out002,NA,Mus musculus,Mouse,Slc:ddY,Male,Unclear,NA,Unclear,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,13.5,13.5,182.063,43.049,155.217,NA,320.179,68.161,245.76,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,7,Chikahisa_2007_BBR_Ex-ID,-0.5645274333763666,0.09748137763571639,0.4595313121263533,0.08,-0.10499612125001342,0.1774813776357164
es270,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out003,NA,Mus musculus,Mouse,Slc:ddY,Male,Unclear,NA,Unclear,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,light phase,2,Figure 1,Chikahisa_2007_fig_1C,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,13.5,13.5,10.568,2.273,8.194,NA,14.886,2.443,8.809,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,7,Chikahisa_2007_BBR_Ex-ID,-0.17924414815197237,0.019229121813669432,NA,NA,NA,NA
es271,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out004,NA,Mus musculus,Mouse,Slc:ddY,Male,Unclear,NA,Unclear,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,13.5,13.5,6.947,0.914,3.296,NA,6.764,0.914,3.296,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,7,Chikahisa_2007_BBR_Ex-ID,0.026695480674409976,0.03426292745634279,0,0.08,0.02669548067441011,0.11426292745634278
es272,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out001,NA,Mus musculus,Mouse,Slc:ddY,Male,Unclear,NA,Unclear,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Elevated Plus Maze,NA,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,NA,13.5,13.5,1477.876,159.292,574.336,NA,1427.729,156.342,563.7,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,6,Chikahisa_2007_BBR_Ex-ID,0.03452085185082265,0.022734265393809874,-0.018692395825934086,0.08,0.015828456024888506,0.10273426539380988
es273,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out002,NA,Mus musculus,Mouse,Slc:ddY,Male,Unclear,NA,Unclear,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Elevated Plus Maze,NA,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,NA,13.5,13.5,240.359,61.883,223.124,NA,320.179,68.161,245.76,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,6,Chikahisa_2007_BBR_Ex-ID,-0.2867465753708503,0.10747376647473408,0.09662777922816418,0.08,-0.19011879614268612,0.18747376647473407
es274,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out003,NA,Mus musculus,Mouse,Slc:ddY,Male,Unclear,NA,Unclear,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,light phase,2,Figure 1,Chikahisa_2007_fig_1C,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,NA,13.5,13.5,11.136,2.102,7.58,NA,14.886,2.443,8.809,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,6,Chikahisa_2007_BBR_Ex-ID,-0.15203840579938763,0.016517180934780273,NA,NA,NA,NA
es275,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out004,NA,Mus musculus,Mouse,Slc:ddY,Male,Unclear,NA,Unclear,NA,Posttest-Only Control Group,NA,Independent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Elevated Plus Maze,NA,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,NA,13.5,13.5,6.837,0.951,3.428,NA,6.764,0.914,3.296,NA,NA,No,NA,No,Yes,not reported,No,NA,No,NA,2,6,Chikahisa_2007_BBR_Ex-ID,0.010734607895322964,0.036210275113915544,-0.039267388688308084,0.08,-0.028532780792985123,0.11621027511391555
es276,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,NA,out003,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Motion,distance,cm,light phase,2,Figure 3,Chikahisa_2007_fig_3A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,12.5,12.5,1027.228,96.535,348.061,NA,990.099,81.683,294.513,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,0.03681425300219804,0.016263250435862187,-0.16705460703777672,0.08695652173913043,-0.1302403540355788,0.10321977217499263
es277,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,NA,out004,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Distance open arm,distance,cm,light phase,2,Figure 3,Chikahisa_2007_fig_3B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,12.5,12.5,130.293,18.241,65.769,NA,237.785,28.664,103.351,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,-0.601581143542052,0.035497033262326845,0.4519823592425609,0.08695652173913043,-0.14959878429949128,0.12245355500145727
es278,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,NA,out005,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,light phase,2,Figure 3,Chikahisa_2007_fig_3C,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,12.5,12.5,9.271,1.331,4.8,NA,19.588,2.472,8.914,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,-0.39328982841571075,0.010522688694144307,NA,NA,NA,NA
es279,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,NA,out006,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Elevated Plus Maze,NA,Open arm entries,count,N/A,light phase,2,Figure 3,Chikahisa_2007_fig_3D,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,12.5,12.5,6.247,0.911,3.285,NA,7.907,1.269,4.575,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,-0.23564709457735708,0.04890401203681574,0.3312400467909109,0.08695652173913043,0.09559295221355366,0.13586053377594617
es280,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,NA,out003,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Elevated Plus Maze,NA,Motion,distance,cm,light phase,2,Figure 3,Chikahisa_2007_fig_3A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,NA,12.5,12.5,844.059,116.337,419.458,NA,990.099,81.683,294.513,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.15958254076299738,0.026835522767642478,-0.3536402569735031,0.08695652173913043,-0.5132227977365005,0.11379204450677291
es281,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,NA,out004,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Elevated Plus Maze,NA,Distance open arm,distance,cm,light phase,2,Figure 3,Chikahisa_2007_fig_3B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,NA,12.5,12.5,132.248,45.603,164.423,NA,237.785,28.664,103.351,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.586687956299467,0.13877517134459683,-0.46431141357331296,0.08695652173913043,-1.05099936987278,0.22573169308372726
es282,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,NA,out005,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,light phase,2,Figure 3,Chikahisa_2007_fig_3C,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,NA,12.5,12.5,9.081,2.9,10.457,NA,19.588,2.472,8.914,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.40398302646024814,0.033069159145146305,NA,NA,NA,NA
es283,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,NA,out006,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Elevated Plus Maze,NA,Open arm entries,count,N/A,light phase,2,Figure 3,Chikahisa_2007_fig_3D,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,NA,12.5,12.5,7.028,1.79,6.452,NA,7.907,1.269,4.575,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,-0.11784627276393927,0.09420645786246828,-0.3437834615354778,0.08695652173913043,-0.461629734299417,0.18116297960159872
es284,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,NA,out007,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Light-Dark Box,NA,Time in light area,time,s,light phase,2,Figure 4,Chikahisa_2007_fig_4A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,14.5,14.5,38.58,9.213,33.218,NA,73.992,11.228,40.485,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition; missing transitions,1,6,Chikahisa_2007_BBR_Ex-ID,-0.6512229717743759,0.0717741997110385,0.19783963746127048,0.07407407407407407,-0.4533833343131056,0.14584827378511256
es285,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,NA,out008,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,NA,Not applicable,2,Anxiety,Light-Dark Box,NA,Time in light area,time,s,light phase,2,Figure 4,Chikahisa_2007_fig_4A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,NA,14.5,14.5,25.624,7.774,28.028,NA,73.992,11.228,40.485,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition; missing transitions,1,6,Chikahisa_2007_BBR_Ex-ID,-1.060427566945102,0.10315970244028518,0.3677275246297903,0.07407407407407407,-0.6927000423153118,0.17723377651435923
es286,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,NA,out007,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Light-Dark Box,NA,latency,time,s,light phase,2,Figure 4,Chikahisa_2007_fig_4B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,No,Music reduced anxiety levels inSHAMandOVX/Pmice in the light–dark transition. SHAM and OVX/P mice exposed to music showed more time spent in the light area (A) and shorter latency to move from the dark into the light area (B),14.5,14.5,69.464,22.378,80.684,NA,17.249,5.128,18.49,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition; missing transitions,1,5,Chikahisa_2007_BBR_Ex-ID,-1.3930544619758523,0.1722898764605077,-1.4733102450400528,0.07407407407407407,-0.08025578306420066,0.24636395053458177
es287,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,NA,out008,NA,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,NA,Factorial,NA,Independent,Yes,NA,Innate,NA,NA,NA,NA,NA,NA,Sham,sham operated,Both,NA,Single trial,NA,0.6,NA,1,NA,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,NA,Not reported,1,Anxiety,Light-Dark Box,NA,latency,time,s,light phase,2,Figure 4,Chikahisa_2007_fig_4B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,No,NA,14.5,14.5,125.408,28.904,104.216,NA,17.249,5.128,18.49,NA,NA,No,NA,No,Yes,not reported,Yes,NA,Yes,don’t mention attrition; missing transitions,1,5,Chikahisa_2007_BBR_Ex-ID,-1.983818251234729,0.12687279481509223,-1.7292356229962293,0.07407407407407407,0.2545826282384997,0.2009468688891663
