ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID...7,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,Ex_ID...65,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var,lnCVR,lnCVR_var,lnCVR_unstd
es090,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out004,,Rattus norvegicus,Rat,Wistar,Male,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_male,control_,music.therapy,control_music.therapy,Yes,,10,10,25.373,3.98,12.586,,24.544,0.829,2.622,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.033218191,0.020447599,-1.5354295084263991,0.13685782362378224,-1.5354295084263991
es091,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out001,,Rattus norvegicus,Rat,Wistar,Female,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_female,control_,music.therapy,control_music.therapy,Yes,,10,10,41.176,4.967,15.708,,41.83,2.484,7.854,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.015758223,0.010915663,-0.7089054036635989,0.12918952383175128,-0.7089054036635989
es092,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out002,,Rattus norvegicus,Rat,Wistar,Female,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_female,control_,music.therapy,control_music.therapy,Yes,,10,10,41.83,6.667,21.082,,33.595,9.02,28.523,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.219236539,0.054694982,0.5215277226038941,0.20859631096243184,0.5215277226038941
es093,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out003,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months,Young adult,3 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T3,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_female,control_,music.therapy,control_music.therapy,Yes,,10,10,61.307,4.967,15.708,,59.869,4.444,14.055,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.023735187,0.006061093,-0.08745674538022549,0.12318725965647724,-0.08745674538022549
es094,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out004,,Rattus norvegicus,Rat,Wistar,Female,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_female,control_,music.therapy,control_music.therapy,Yes,,10,10,42.484,7.712,24.389,,55.163,6.797,21.495,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.261164904,0.025770361,-0.387476765253044,0.15925106897257418,-0.387476765253044
es103,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out013,,Rattus norvegicus,Rat,Wistar,Male,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,,10,10,6.961,0.818,2.586,,6.044,0.638,2.018,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.141257098,0.012545244,0.10674826064221218,0.13606012230014894,-0.10674826064221218
es104,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out014,,Rattus norvegicus,Rat,Wistar,Male,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,,10,10,6.064,0.918,2.902,,4.887,0.798,2.523,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.21579103,0.02484878,-0.07583954524897754,0.16066649892698048,0.07583954524897754
es105,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out015,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3 months,Young adult,3 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T3,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,,10,10,4.767,0.499,1.577,,4.289,0.878,2.775,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.105663571,0.031401409,-0.6707900099054418,0.16391644836829644,0.6707900099054418
es106,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out016,,Rattus norvegicus,Rat,Wistar,Male,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,,10,10,3.172,0.539,1.703,,2.194,0.359,1.135,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.368635942,0.027812426,0.03712280882762217,0.1666976823051814,-0.03712280882762217
es115,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out013,,Rattus norvegicus,Rat,Wistar,Female,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_female,control_,music.therapy,control_music.therapy,No,,10,10,6.512,0.581,1.839,,7.926,0.659,2.084,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.196501866,0.007463155,0.07143468779906767,0.12599951433621878,-0.07143468779906767
es116,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out014,,Rattus norvegicus,Rat,Wistar,Female,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_female,control_,music.therapy,control_music.therapy,No,,10,10,9.922,0.795,2.513,,11.899,0.659,2.084,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.181699849,0.005046392,0.3688879837644936,0.12059339036382234,-0.3688879837644936
es117,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out015,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months,Young adult,3 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T3,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_female,control_,music.therapy,control_music.therapy,No,,10,10,9.012,1.26,3.983,,7.519,1.182,3.738,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.181123872,0.022276357,-0.11763927700797208,0.15535940459563247,0.11763927700797208
es118,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out016,,Rattus norvegicus,Rat,Wistar,Female,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_female,control_,music.therapy,control_music.therapy,No,,10,10,6.395,1.26,3.983,,7.403,0.795,2.513,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.146368888,0.029172456,0.6069269340682074,0.1614259777969251,-0.6069269340682074
es127,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out017,,Rattus norvegicus,Rat,Wistar,Female,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 3,Sampaio_2017_fig_3_female,control_,music.therapy,control_music.therapy,No,,10,10,21.398,6.633,20.977,,71.255,8.131,25.713,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-1.202967532,0.073749768,0.9993974312405578,0.2202367870828717,-0.9993974312405578
es128,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out018,,Rattus norvegicus,Rat,Wistar,Female,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 3,Sampaio_2017_fig_3_female,control_,music.therapy,control_music.therapy,No,,10,10,103.138,13.267,41.953,,88.16,5.991,18.947,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.156914552,0.012422676,0.6379897845014697,0.132275835334003,-0.6379897845014697
es129,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out019,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months,Young adult,3 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T3,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 3,Sampaio_2017_fig_3_female,control_,music.therapy,control_music.therapy,No,,10,10,132.454,9.415,29.773,,115.549,9.415,29.773,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.136540733,0.005899952,-0.13654073291684868,0.12280286758184858,0.13654073291684868
es130,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out020,,Rattus norvegicus,Rat,Wistar,Female,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 3,Sampaio_2017_fig_3_female,control_,music.therapy,control_music.therapy,No,,10,10,90.3,11.555,36.54,,108.488,9.415,29.773,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.183502107,0.012800682,0.3883077157722409,0.13501687281580038,-0.3883077157722409
es131,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out017,,Rattus norvegicus,Rat,Wistar,Male,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 3,Sampaio_2017_fig_3_male,control_,music.therapy,control_music.therapy,No,,10,10,130.724,8.198,25.924,,39.882,9.97,31.529,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,1.187163136,0.050753169,-1.382901712773577,0.17754189393514008,1.382901712773577
es132,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out018,,Rattus norvegicus,Rat,Wistar,Male,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 3,Sampaio_2017_fig_3_male,control_,music.therapy,control_music.therapy,No,,10,10,124.742,10.635,33.631,,103.028,8.198,25.924,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.191246808,0.006816153,0.06903227172791435,0.12471107645807884,-0.06903227172791435
es133,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out019,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3 months,Young adult,3 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T3,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 3,Sampaio_2017_fig_3_male,control_,music.therapy,control_music.therapy,No,,10,10,67.134,3.545,11.21,,80.207,10.414,32.931,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.177920171,0.012789647,-0.8996880554837139,0.130756519879684,0.8996880554837139
es134,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out020,,Rattus norvegicus,Rat,Wistar,Male,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 3,Sampaio_2017_fig_3_male,control_,music.therapy,control_music.therapy,No,,10,10,119.867,15.953,50.447,,99.926,11.521,36.434,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.181952883,0.015661287,0.14346799286605058,0.1421172980852097,-0.14346799286605058
es135,"Music therapy as a preventive intervention for postpartum depression: modulation of synaptic plasticity, oxidative stress, and inflammation in a mouse model",10.1038/s41398-025-03370-y,Translational Psychiatry,Fu_2025_TRANSPSY,2025,ex001,,out001,,Mus musculus,Mouse,BALB/c,Female,Young adult,13 weeks,Young adult,3.8 months,Factorial,,Independent,No,,Innate,,,,,,,Sham,surgery,Both,,Single trial,,2,,24,23 +  day of behavioural assay,Short,unclear,mixed,"Baroque, classsical (eastern/western), romantic (?)",Mixed,70,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,distance,mm,Not reported,0,Figure 1,Fu_2025_fig_1B,SHAM_,SHAM+MUSIC,SHAM_SHAM+MUSIC,Yes,,10,10,1304.762,119.048,376.462,,1747.619,128.571,406.579,,,No,,Yes,Not reported,not reported,No,,Yes,Missing: frequency of entries into the center,1,2,Fu_2025_TRANSPSY_Ex-ID,0.292233641,0.013737394,-0.2152725019078476,0.12484850469697154,-0.2152725019078476
es136,"Music therapy as a preventive intervention for postpartum depression: modulation of synaptic plasticity, oxidative stress, and inflammation in a mouse model",10.1038/s41398-025-03370-y,Translational Psychiatry,Fu_2025_TRANSPSY,2025,ex001,,out002,,Mus musculus,Mouse,BALB/c,Female,Young adult,13 weeks,Young adult,3.8 months,Factorial,,Independent,No,,Innate,,,,,,,Sham,surgery,Both,,Single trial,,2,,24,23 +  day of behavioural assay,Short,unclear,mixed,"Baroque, classsical (eastern/western), romantic (?)",Mixed,70,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Time in center,time,s,Not reported,0,Figure 1,Fu_2025_fig_1B_2,SHAM_,SHAM+MUSIC,SHAM_SHAM+MUSIC,Yes,,10,10,14.862,1.547,4.892,,16.961,1.768,5.591,,,No,,Yes,Not reported,not reported,No,,Yes,Missing: frequency of entries into the center,1,2,Fu_2025_TRANSPSY_Ex-ID,0.132108971,0.021700897,0.0014479730651580092,0.13281200785086322,0.0014479730651580092
es137,"Music therapy as a preventive intervention for postpartum depression: modulation of synaptic plasticity, oxidative stress, and inflammation in a mouse model",10.1038/s41398-025-03370-y,Translational Psychiatry,Fu_2025_TRANSPSY,2025,ex001,,out003,,Mus musculus,Mouse,BALB/c,Female,Young adult,13 weeks,Young adult,3.8 months,Factorial,,Independent,No,,Innate,,,,,,,Sham,surgery,Both,,Single trial,,2,,24,23 +  day of behavioural assay,Short,unclear,mixed,"Baroque, classsical (eastern/western), romantic (?)",Mixed,70,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,0,Figure 1,Fu_2025_fig_1C,SHAM_,SHAM+MUSIC,SHAM_SHAM+MUSIC,No,,10,10,48.289,7.605,24.048,,44.867,4.943,15.631,,,No,,Yes,Not reported,not reported,No,,No,,2,3,Fu_2025_TRANSPSY_Ex-ID,0.073501234,0.036937788,0.3572944775828407,0.1480488986632723,-0.3572944775828407
es138,"Music therapy as a preventive intervention for postpartum depression: modulation of synaptic plasticity, oxidative stress, and inflammation in a mouse model",10.1038/s41398-025-03370-y,Translational Psychiatry,Fu_2025_TRANSPSY,2025,ex001,,out004,,Mus musculus,Mouse,BALB/c,Female,Young adult,13 weeks,Young adult,3.8 months,Factorial,,Independent,No,,Innate,,,,,,,Sham,surgery,Both,,Single trial,,2,,24,23 +  day of behavioural assay,Short,unclear,mixed,"Baroque, classsical (eastern/western), romantic (?)",Mixed,70,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,Not reported,0,Figure 1,Fu_2025_fig_1D,SHAM_,SHAM+MUSIC,SHAM_SHAM+MUSIC,Yes,,10,10,63.904,5.882,18.602,,70.053,7.219,22.829,,,No,,Yes,Not reported,not reported,No,,Yes,Missing: time in closed arm,1,2,Fu_2025_TRANSPSY_Ex-ID,0.091870141,0.019093404,0.11289241456215685,0.13020451499727,0.11289241456215685
